gid,stad,temp,humd,wspd,wdir,cond,surf,h,date2,date_id
1305,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2005-01-02,2005-01-02STL
1306,Adelphia Coliseum,62.0,83.0,7.0,SSW,Cloudy,Grass,TEN,2005-01-02,2005-01-02TEN
1307,FedEx Field,46.0,67.0,,,Cloudy,Grass,WAS,2005-01-02,2005-01-02WAS
1308,Giants Stadium,47.0,93.0,,,Cloudy,FieldTurf,NYG,2005-01-02,2005-01-02NYG
1309,Qualcomm Stadium,55.0,86.0,8.0,WSW,Light Rain,Grass,SD,2005-01-08,2005-01-08SD
1310,Qwest Field,45.0,49.0,9.0,SE,Partly Cloudy,FieldTurf,SEA,2005-01-08,2005-01-08SEA
1311,Lambeau Field,26.0,85.0,4.0,S,Light Rain,Grass,GB,2005-01-09,2005-01-09GB
1312,RCA Dome,,,,,Dome,AstroTurf,IND,2005-01-09,2005-01-09IND
1313,Georgia Dome,,,,,Dome,FieldTurf,ATL,2005-01-15,2005-01-15ATL
1314,Heinz Field,28.0,39.0,5.0,SSW,Fair,Grass,PIT,2005-01-15,2005-01-15PIT
1315,Gillette Stadium,25.0,77.0,7.0,NNW,Snow,Grass,NE,2005-01-16,2005-01-16NE
1316,Lincoln Financial Field,31.0,44.0,16.0,NE,Cloudy,Grass,PHI,2005-01-16,2005-01-16PHI
1317,Lincoln Financial Field,17.0,62.0,31.0,NNW,Partly Sunny,Grass,PHI,2005-01-23,2005-01-23PHI
1318,Heinz Field,11.0,49.0,9.0,NW,Fair,Grass,PIT,2005-01-23,2005-01-23PIT
1319,Alltel Stadium,59.0,75.0,12.0,N,Clear,Grass,PHI,2005-02-06,2005-02-06PHI
1320,Gillette Stadium,74.0,71.0,,,Partly Cloudy,Grass,NE,2005-09-08,2005-09-08NE
1321,Ralph Wilson Stadium,76.0,41.0,,,Sunny,AstroPlay,BUF,2005-09-11,2005-09-11BUF
1322,Bank of America Stadium,79.0,36.0,19.0,N,Sunny,Grass,CAR,2005-09-11,2005-09-11CAR
1323,Cleveland Browns Stadium,74.0,,9.0,SE,Sunny,Grass,CLE,2005-09-11,2005-09-11CLE
1324,Ford Field,68.0,,,,Dome,FieldTurf,DET,2005-09-11,2005-09-11DET
1325,Alltel Stadium,82.0,58.0,7.0,N,Clear,Grass,JAC,2005-09-11,2005-09-11JAC
1326,Arrowhead Stadium,81.0,58.0,12.0,SW,Clear,Grass,KC,2005-09-11,2005-09-11KC
1327,Dolphins Stadium,89.0,64.0,,,Cloudy,Grass,MIA,2005-09-11,2005-09-11MIA
1328,Metrodome,70.0,,,,Dome,AstroTurf,MIN,2005-09-11,2005-09-11MIN
1329,Giants Stadium,85.0,28.0,9.0,SE,Sunny,FieldTurf,NYG,2005-09-11,2005-09-11NYG
1330,Heinz Field,75.0,48.0,5.0,SSE,Sunny,Grass,PIT,2005-09-11,2005-09-11PIT
1331,Qualcomm Stadium,67.0,56.0,8.0,WSW,Sunny,Grass,SD,2005-09-11,2005-09-11SD
1332,Monster Park,65.0,0.0,17.0,W,Sunny,Grass,SF,2005-09-11,2005-09-11SF
1333,FedEx Field,83.0,46.0,,,Sunny,Grass,WAS,2005-09-11,2005-09-11WAS
1334,M&T Bank Stadium,76.0,,5.0,SSE,Clear,MomentumTurf,BAL,2005-09-11,2005-09-11BAL
1335,Georgia Dome,72.0,,,,Dome,FieldTurf,ATL,2005-09-12,2005-09-12ATL
1336,Sun Devil Stadium,94.0,10.0,,,Sunny,Grass,ARI,2005-09-18,2005-09-18ARI
1337,Bank of America Stadium,90.0,49.0,5.0,NE,Sunny,Grass,CAR,2005-09-18,2005-09-18CAR
1338,Soldier Field,76.0,50.0,14.0,SW,Mostly Sunny,Grass,CHI,2005-09-18,2005-09-18CHI
1339,Paul Brown Stadium,74.0,71.0,,,Sunny,FieldTurf,CIN,2005-09-18,2005-09-18CIN
1340,Invesco Field at Mile High,77.0,23.0,4.0,E,Sunny,Grass,DEN,2005-09-18,2005-09-18DEN
1341,Lambeau Field,76.0,49.0,7.0,SW,Partly Cloudy,Grass,GB,2005-09-18,2005-09-18GB
1342,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2005-09-18,2005-09-18HOU
1343,RCA Dome,,,,,Dome,FieldTurf,IND,2005-09-18,2005-09-18IND
1344,The Meadowlands,82.0,42.0,8.0,NW,Sunny,FieldTurf,NYJ,2005-09-18,2005-09-18NYJ
1345,Lincoln Financial Field,82.0,49.0,7.0,NNW,Sunny,Grass,PHI,2005-09-18,2005-09-18PHI
1346,Qwest Field,60.0,71.0,4.0,W,Sunny,FieldTurf,SEA,2005-09-18,2005-09-18SEA
1347,Raymond James Stadium,91.0,45.0,4.0,N,Chance Rain,Grass,TB,2005-09-18,2005-09-18TB
1348,Adelphia Coliseum,75.0,62.0,,,Sunny,Grass,TEN,2005-09-18,2005-09-18TEN
1349,McAfee Coliseum,70.0,54.0,16.0,W,Sunny,Grass,OAK,2005-09-18,2005-09-18OAK
1350,Texas Stadium,93.0,36.0,,,Clear,AstroTurf,DAL,2005-09-19,2005-09-19DAL
1351,Louisiana Superdome,77.0,63.0,8.0,SSW,Partly Cloudy,FieldTurf,NO,2005-09-19,2005-09-19NO
1352,Ralph Wilson Stadium,77.0,65.0,12.0,S,Partly Cloudy,AstroPlay,BUF,2005-09-25,2005-09-25BUF
1353,Soldier Field,73.0,90.0,9.0,S,Rain,Grass,CHI,2005-09-25,2005-09-25CHI
1354,Lambeau Field,65.0,96.0,3.0,NW,Rain,Grass,GB,2005-09-25,2005-09-25GB
1355,RCA Dome,,,,,Dome,FieldTurf,IND,2005-09-25,2005-09-25IND
1356,Dolphins Stadium,85.0,63.0,14.0,E,Partly Cloudy,Grass,MIA,2005-09-25,2005-09-25MIA
1357,Metrodome,65.0,,,,Dome,AstroTurf,MIN,2005-09-25,2005-09-25MIN
1358,The Meadowlands,69.0,65.0,10.0,SSW,Cloudy,FieldTurf,NYJ,2005-09-25,2005-09-25NYJ
1359,Lincoln Financial Field,75.0,55.0,7.0,SSE,Mostly Cloudy,Grass,PHI,2005-09-25,2005-09-25PHI
1360,Heinz Field,83.0,50.0,7.0,S,Partly Cloudy,Grass,PIT,2005-09-25,2005-09-25PIT
1361,Monster Park,72.0,30.0,,,Sunny,Grass,SF,2005-09-25,2005-09-25SF
1362,Qwest Field,60.0,60.0,,,Sunny,FieldTurf,SEA,2005-09-25,2005-09-25SEA
1363,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2005-09-25,2005-09-25STL
1364,Qualcomm Stadium,68.0,71.0,8.0,WSW,Clear,Grass,SD,2005-09-25,2005-09-25SD
1365,Invesco Field at Mile High,72.0,30.0,6.0,SE,Clear,Grass,DEN,2005-09-26,2005-09-26DEN
1366,Georgia Dome,,,,,Dome,FieldTurf,ATL,2005-10-02,2005-10-02ATL
1367,M&T Bank Stadium,79.0,42.0,6.0,ESE,Sunny,MomentumTurf,BAL,2005-10-02,2005-10-02BAL
1368,Paul Brown Stadium,79.0,75.0,2.0,S,Sunny,FieldTurf,CIN,2005-10-02,2005-10-02CIN
1369,Alltel Stadium,82.0,82.0,10.0,E,Chance Rain,Grass,JAC,2005-10-02,2005-10-02JAC
1370,Arrowhead Stadium,87.0,56.0,17.0,S,Clear,Grass,KC,2005-10-02,2005-10-02KC
1371,Gillette Stadium,73.0,51.0,,,Sunny,Grass,NE,2005-10-02,2005-10-02NE
1372,Louisiana Superdome,72.0,,,,Dome,FieldTurf,NO,2005-10-02,2005-10-02NO
1373,Giants Stadium,78.0,38.0,1.0,E,Sunny,FieldTurf,NYG,2005-10-02,2005-10-02NYG
1374,McAfee Coliseum,66.0,,10.0,W,Sunny,Grass,OAK,2005-10-02,2005-10-02OAK
1375,Raymond James Stadium,87.0,61.0,10.0,E,Partly Cloudy,Grass,TB,2005-10-02,2005-10-02TB
1376,Adelphia Coliseum,82.0,60.0,9.0,S,Sunny,Grass,TEN,2005-10-02,2005-10-02TEN
1377,FedEx Field,80.0,51.0,7.0,S,Sunny,Grass,WAS,2005-10-02,2005-10-02WAS
1378,Azteca Stadium,66.0,49.0,13.0,N,Cloudy,Grass,ARI,2005-10-02,2005-10-02ARI
1379,Bank of America Stadium,75.0,42.0,5.0,E,Partly Cloudy,Grass,CAR,2005-10-03,2005-10-03CAR
1380,Sun Devil Stadium,81.0,17.0,10.0,W,,Grass,ARI,2005-10-09,2005-10-09ARI
1381,Georgia Dome,72.0,,,,Dome,FieldTurf,ATL,2005-10-09,2005-10-09ATL
1382,Ralph Wilson Stadium,50.0,72.0,8.0,NE,Cloudy,AstroPlay,BUF,2005-10-09,2005-10-09BUF
1383,Cleveland Browns Stadium,52.0,83.0,10.0,NE,Cloudy,Grass,CLE,2005-10-09,2005-10-09CLE
1384,Texas Stadium,77.0,30.0,,,Clear,AstroTurf,DAL,2005-10-09,2005-10-09DAL
1385,Invesco Field at Mile High,50.0,83.0,7.0,N,Light Rain,Grass,DEN,2005-10-09,2005-10-09DEN
1386,Ford Field,70.0,,,,Dome,FieldTurf,DET,2005-10-09,2005-10-09DET
1387,Lambeau Field,52.0,68.0,10.0,NE,Partly Sunny,Grass,GB,2005-10-09,2005-10-09GB
1388,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2005-10-09,2005-10-09HOU
1389,The Meadowlands,57.0,54.0,7.0,N,Hazy,FieldTurf,NYJ,2005-10-09,2005-10-09NYJ
1390,Monster Park,64.0,60.0,3.0,NE,Sunny,Grass,SF,2005-10-09,2005-10-09SF
1391,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2005-10-09,2005-10-09STL
1392,Alltel Stadium,80.0,81.0,5.0,N,Chance Rain,Grass,JAC,2005-10-09,2005-10-09JAC
1393,Qualcomm Stadium,64.0,59.0,8.0,WSW,Clear,Grass,SD,2005-10-10,2005-10-10SD
1394,M&T Bank Stadium,67.0,,22.0,WNW,Sunny,MomentumTurf,BAL,2005-10-16,2005-10-16BAL
1395,Ralph Wilson Stadium,52.0,63.0,18.0,W,Cloudy,AstroPlay,BUF,2005-10-16,2005-10-16BUF
1396,Soldier Field,57.0,47.0,9.0,N,Sunny,Grass,CHI,2005-10-16,2005-10-16CHI
1397,Texas Stadium,76.0,30.0,,,,AstroTurf,DAL,2005-10-16,2005-10-16DAL
1398,Invesco Field at Mile High,75.0,21.0,5.0,SW,Sunny,Grass,DEN,2005-10-16,2005-10-16DEN
1399,Ford Field,68.0,,,,Dome,FieldTurf,DET,2005-10-16,2005-10-16DET
1400,Arrowhead Stadium,66.0,39.0,7.0,E,Partly Cloudy,Grass,KC,2005-10-16,2005-10-16KC
1401,Louisiana Superdome,,,,,Dome,FieldTurf,NO,2005-10-16,2005-10-16NO
1402,McAfee Coliseum,64.0,67.0,7.0,S,Sunny,Grass,OAK,2005-10-16,2005-10-16OAK
1403,Heinz Field,56.0,61.0,15.0,NW,Partly Cloudy,Grass,PIT,2005-10-16,2005-10-16PIT
1404,Raymond James Stadium,81.0,41.0,9.0,NE,Sunny,Grass,TB,2005-10-16,2005-10-16TB
1405,Adelphia Coliseum,66.0,36.0,,,Sunny,Grass,TEN,2005-10-16,2005-10-16TEN
1406,Qwest Field,57.0,76.0,14.0,S,Cloudy,FieldTurf,SEA,2005-10-16,2005-10-16SEA
1407,RCA Dome,,,,,Dome,FieldTurf,IND,2005-10-17,2005-10-17IND
1408,Dolphins Stadium,78.0,81.0,15.0,E,Cloudy,Grass,MIA,2005-10-21,2005-10-21MIA
1409,Sun Devil Stadium,83.0,28.0,5.0,VAR,Clear,Grass,ARI,2005-10-23,2005-10-23ARI
1410,Soldier Field,48.0,76.0,6.0,NE,Chance Rain,Grass,CHI,2005-10-23,2005-10-23CHI
1411,Paul Brown Stadium,47.0,89.0,6.0,W,Rain,FieldTurf,CIN,2005-10-23,2005-10-23CIN
1412,Cleveland Browns Stadium,47.0,70.0,6.0,NW,Mostly Cloudy,Grass,CLE,2005-10-23,2005-10-23CLE
1413,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2005-10-23,2005-10-23HOU
1414,Metrodome,65.0,,,,Dome,AstroTurf,MIN,2005-10-23,2005-10-23MIN
1415,Giants Stadium,54.0,55.0,17.0,WNW,Fair,FieldTurf,NYG,2005-10-23,2005-10-23NYG
1416,McAfee Coliseum,59.0,77.0,,,Partly Cloudy,Grass,OAK,2005-10-23,2005-10-23OAK
1417,Lincoln Financial Field,53.0,45.0,17.0,WNW,Partly Cloudy,Grass,PHI,2005-10-23,2005-10-23PHI
1418,Qwest Field,55.0,92.0,1.0,NNW,Cloudy,FieldTurf,SEA,2005-10-23,2005-10-23SEA
1419,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2005-10-23,2005-10-23STL
1420,FedEx Field,60.0,47.0,4.0,VAR,Sunny,Grass,WAS,2005-10-23,2005-10-23WAS
1421,Georgia Dome,,,,,Dome,FieldTurf,ATL,2005-10-24,2005-10-24ATL
1422,Bank of America Stadium,70.0,24.0,5.0,W,Sunny,Grass,CAR,2005-10-30,2005-10-30CAR
1423,Paul Brown Stadium,58.0,42.0,9.0,SW,Sunny,FieldTurf,CIN,2005-10-30,2005-10-30CIN
1424,Texas Stadium,71.0,60.0,,,,AstroTurf,DAL,2005-10-30,2005-10-30DAL
1425,Invesco Field at Mile High,52.0,46.0,3.0,E,Cloudy,Grass,DEN,2005-10-30,2005-10-30DEN
1426,Ford Field,68.0,,,,Dome,FieldTurf,DET,2005-10-30,2005-10-30DET
1427,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2005-10-30,2005-10-30HOU
1428,Louisiana Superdome,76.0,30.0,3.0,ESE,Clear,Grass,NO,2005-10-30,2005-10-30NO
1429,Giants Stadium,64.0,45.0,13.0,NW,Sunny,FieldTurf,NYG,2005-10-30,2005-10-30NYG
1430,Qualcomm Stadium,73.0,64.0,8.0,WSW,Sunny,Grass,SD,2005-10-30,2005-10-30SD
1431,Monster Park,61.0,67.0,3.0,E,Sunny,Grass,SF,2005-10-30,2005-10-30SF
1432,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2005-10-30,2005-10-30STL
1433,Adelphia Coliseum,67.0,31.0,9.0,SW,Sunny,Grass,TEN,2005-10-30,2005-10-30TEN
1434,Gillette Stadium,58.0,47.0,7.0,NW,Clear,Grass,NE,2005-10-30,2005-10-30NE
1435,Heinz Field,54.0,57.0,2.0,SSE,Clear,Grass,PIT,2005-10-31,2005-10-31PIT
1436,Sun Devil Stadium,79.0,16.0,,,Partly Cloudy,Grass,ARI,2005-11-06,2005-11-06ARI
1437,M&T Bank Stadium,70.0,55.0,14.0,S,Partly Cloudy,MomentumTurf,BAL,2005-11-06,2005-11-06BAL
1438,Cleveland Browns Stadium,64.0,75.0,29.0,SW,Chance Rain,Grass,CLE,2005-11-06,2005-11-06CLE
1439,Lambeau Field,49.0,60.0,16.0,NW,Partly Sunny,Grass,GB,2005-11-06,2005-11-06GB
1440,Alltel Stadium,79.0,53.0,3.0,VAR,Clear,Grass,JAC,2005-11-06,2005-11-06JAC
1441,Arrowhead Stadium,55.0,63.0,8.0,S,Sunny,Grass,KC,2005-11-06,2005-11-06KC
1442,Dolphins Stadium,80.0,74.0,8.0,E,Partly Cloudy,Grass,MIA,2005-11-06,2005-11-06MIA
1443,Metrodome,62.0,,,,Dome,AstroTurf,MIN,2005-11-06,2005-11-06MIN
1444,Louisiana Superdome,85.0,51.0,0.0,CALM,Sunny,Grass,NO,2005-11-06,2005-11-06NO
1445,The Meadowlands,63.0,78.0,12.0,SE,Hazy,FieldTurf,NYJ,2005-11-06,2005-11-06NYJ
1446,Monster Park,61.0,80.0,5.0,SE,Cloudy,Grass,SF,2005-11-06,2005-11-06SF
1447,Raymond James Stadium,84.0,47.0,8.0,N,Partly Cloudy,Grass,TB,2005-11-06,2005-11-06TB
1448,FedEx Field,68.0,54.0,15.0,S,Clear,Grass,WAS,2005-11-06,2005-11-06WAS
1449,Gillette Stadium,51.0,39.0,8.0,WNW,Clear,Grass,NE,2005-11-07,2005-11-07NE
1450,Georgia Dome,,,,,Dome,FieldTurf,ATL,2005-11-13,2005-11-13ATL
1451,Ralph Wilson Stadium,61.0,52.0,22.0,S,Mostly Sunny,AstroPlay,BUF,2005-11-13,2005-11-13BUF
1452,Bank of America Stadium,68.0,49.0,7.0,SW,Partly Sunny,Grass,CAR,2005-11-13,2005-11-13CAR
1453,Soldier Field,51.0,56.0,37.0,W,Partly Sunny,Grass,CHI,2005-11-13,2005-11-13CHI
1454,Ford Field,68.0,,,,Dome,FieldTurf,DET,2005-11-13,2005-11-13DET
1455,RCA Dome,,,,,Dome,AstroTurf,IND,2005-11-13,2005-11-13IND
1456,Alltel Stadium,75.0,63.0,8.0,E,Chance Rain,Grass,JAC,2005-11-13,2005-11-13JAC
1457,Dolphins Stadium,82.0,60.0,18.0,E,Mostly Cloudy,Grass,MIA,2005-11-13,2005-11-13MIA
1458,Giants Stadium,62.0,44.0,14.0,SSW,Sunny,FieldTurf,NYG,2005-11-13,2005-11-13NYG
1459,McAfee Coliseum,61.0,56.0,8.0,N,Partly Cloudy,Grass,OAK,2005-11-13,2005-11-13OAK
1460,Qwest Field,47.0,99.0,8.0,NW,Cloudy,FieldTurf,SEA,2005-11-13,2005-11-13SEA
1461,Raymond James Stadium,81.0,48.0,9.0,W,Chance Rain,Grass,TB,2005-11-13,2005-11-13TB
1462,Heinz Field,58.0,84.0,11.0,SW,Cloudy,Grass,PIT,2005-11-13,2005-11-13PIT
1463,Lincoln Financial Field,54.0,64.0,3.0,ENE,Cloudy,Grass,PHI,2005-11-14,2005-11-14PHI
1464,Georgia Dome,,,,,Dome,FieldTurf,ATL,2005-11-20,2005-11-20ATL
1465,M&T Bank Stadium,56.0,,5.0,SW,Sunny,MomentumTurf,BAL,2005-11-20,2005-11-20BAL
1466,Soldier Field,45.0,72.0,7.0,SW,Mostly Cloudy,Grass,CHI,2005-11-20,2005-11-20CHI
1467,Paul Brown Stadium,55.0,40.0,10.0,SW,Partly Cloudy,FieldTurf,CIN,2005-11-20,2005-11-20CIN
1468,Cleveland Browns Stadium,48.0,,,,Sunny,Grass,CLE,2005-11-20,2005-11-20CLE
1469,Texas Stadium,57.0,45.0,,,,AstroTurf,DAL,2005-11-20,2005-11-20DAL
1470,Invesco Field at Mile High,61.0,13.0,4.0,N,Sunny,Grass,DEN,2005-11-20,2005-11-20DEN
1471,Gillette Stadium,51.0,38.0,12.0,W,Sunny,Grass,NE,2005-11-20,2005-11-20NE
1472,Giants Stadium,57.0,32.0,9.0,WNW,Sunny,FieldTurf,NYG,2005-11-20,2005-11-20NYG
1473,Qualcomm Stadium,78.0,33.0,10.0,NW,Sunny,Grass,SD,2005-11-20,2005-11-20SD
1474,Monster Park,63.0,54.0,,,Sunny,Grass,SF,2005-11-20,2005-11-20SF
1475,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2005-11-20,2005-11-20STL
1476,Adelphia Coliseum,56.0,30.0,3.0,SW,Sunny,Grass,TEN,2005-11-20,2005-11-20TEN
1477,FedEx Field,55.0,55.0,4.0,SE,Sunny,Grass,WAS,2005-11-20,2005-11-20WAS
1478,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2005-11-20,2005-11-20HOU
1479,Lambeau Field,36.0,75.0,7.0,NW,Partly Cloudy,Grass,GB,2005-11-21,2005-11-21GB
1480,Texas Stadium,68.0,37.0,,,,AstroTurf,DAL,2005-11-24,2005-11-24DAL
1481,Ford Field,68.0,,,,Dome,FieldTurf,DET,2005-11-24,2005-11-24DET
1482,Sun Devil Stadium,58.0,11.0,14.0,NW,Clear,Grass,ARI,2005-11-27,2005-11-27ARI
1483,Ralph Wilson Stadium,41.0,76.0,7.0,E,Cloudy,AstroPlay,BUF,2005-11-27,2005-11-27BUF
1484,Paul Brown Stadium,56.0,50.0,8.0,SE,Light Rain,FieldTurf,CIN,2005-11-27,2005-11-27CIN
1485,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2005-11-27,2005-11-27HOU
1486,Arrowhead Stadium,58.0,88.0,8.0,SE,Cloudy,Grass,KC,2005-11-27,2005-11-27KC
1487,Metrodome,63.0,,,,Dome,AstroTurf,MIN,2005-11-27,2005-11-27MIN
1488,McAfee Coliseum,52.0,57.0,,,Partly Cloudy,Grass,OAK,2005-11-27,2005-11-27OAK
1489,Lincoln Financial Field,50.0,59.0,4.0,SE,Cloudy,Grass,PHI,2005-11-27,2005-11-27PHI
1490,Qwest Field,42.0,84.0,5.0,S,Sunny,FieldTurf,SEA,2005-11-27,2005-11-27SEA
1491,Raymond James Stadium,76.0,62.0,10.0,SSE,Partly Cloudy,Grass,TB,2005-11-27,2005-11-27TB
1492,Adelphia Coliseum,63.0,71.0,21.0,S,Cloudy,Grass,TEN,2005-11-27,2005-11-27TEN
1493,FedEx Field,52.0,61.0,,,Cloudy,Grass,WAS,2005-11-27,2005-11-27WAS
1494,The Meadowlands,49.0,65.0,7.0,SE,Clear,FieldTurf,NYJ,2005-11-27,2005-11-27NYJ
1495,RCA Dome,,,,,Dome,FieldTurf,IND,2005-11-28,2005-11-28IND
1496,M&T Bank Stadium,47.0,,10.0,W,Cloudy,MomentumTurf,BAL,2005-12-04,2005-12-04BAL
1497,Bank of America Stadium,60.0,72.0,15.0,S,Partly Cloudy,Grass,CAR,2005-12-04,2005-12-04CAR
1498,Soldier Field,26.0,68.0,12.0,W,Mostly Sunny,Grass,CHI,2005-12-04,2005-12-04CHI
1499,Cleveland Browns Stadium,28.0,,15.0,W,,Grass,CLE,2005-12-04,2005-12-04CLE
1500,Ford Field,68.0,,,,Dome,FieldTurf,DET,2005-12-04,2005-12-04DET
1501,RCA Dome,,,,,Dome,FieldTurf,IND,2005-12-04,2005-12-04IND
1502,Arrowhead Stadium,28.0,51.0,8.0,N,Sunny,Grass,KC,2005-12-04,2005-12-04KC
1503,Dolphins Stadium,77.0,54.0,8.0,SE,Partly Cloudy,Grass,MIA,2005-12-04,2005-12-04MIA
1504,Gillette Stadium,26.0,0.0,4.0,NW,Light Snow,Grass,NE,2005-12-04,2005-12-04NE
1505,Louisiana Superdome,74.0,65.0,9.0,SE,Partly Cloudy,Grass,NO,2005-12-04,2005-12-04NO
1506,Giants Stadium,30.0,91.0,7.0,NNW,Cloudy,FieldTurf,NYG,2005-12-04,2005-12-04NYG
1507,Heinz Field,30.0,81.0,10.0,W,Cloudy,Grass,PIT,2005-12-04,2005-12-04PIT
1508,Monster Park,54.0,43.0,3.0,ENE,Sunny,Grass,SF,2005-12-04,2005-12-04SF
1509,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2005-12-04,2005-12-04STL
1510,Qualcomm Stadium,56.0,53.0,8.0,WSW,Clear,Grass,SD,2005-12-04,2005-12-04SD
1511,Lincoln Financial Field,31.0,80.0,6.0,NNE,Snow,Grass,PHI,2005-12-05,2005-12-05PHI
1512,Sun Devil Stadium,66.0,13.0,,,,Grass,ARI,2005-12-11,2005-12-11ARI
1513,Ralph Wilson Stadium,30.0,92.0,15.0,SW,Light Snow,AstroPlay,BUF,2005-12-11,2005-12-11BUF
1514,Bank of America Stadium,52.0,35.0,15.0,W,Mostly Sunny,Grass,CAR,2005-12-11,2005-12-11CAR
1515,Paul Brown Stadium,36.0,68.0,24.0,W,Partly Cloudy,FieldTurf,CIN,2005-12-11,2005-12-11CIN
1516,Texas Stadium,64.0,19.0,,,,AstroTurf,DAL,2005-12-11,2005-12-11DAL
1517,Invesco Field at Mile High,41.0,46.0,5.0,N,Sunny,Grass,DEN,2005-12-11,2005-12-11DEN
1518,Alltel Stadium,55.0,52.0,10.0,NW,Cloudy,Grass,JAC,2005-12-11,2005-12-11JAC
1519,Metrodome,65.0,,,,Dome,AstroTurf,MIN,2005-12-11,2005-12-11MIN
1520,The Meadowlands,39.0,56.0,12.0,SW,Cloudy,FieldTurf,NYJ,2005-12-11,2005-12-11NYJ
1521,Lincoln Financial Field,38.0,62.0,7.0,WSW,,Grass,PHI,2005-12-11,2005-12-11PHI
1522,Heinz Field,32.0,81.0,12.0,WSW,Flurries,Grass,PIT,2005-12-11,2005-12-11PIT
1523,Qualcomm Stadium,69.0,23.0,8.0,WSW,Sunny,Grass,SD,2005-12-11,2005-12-11SD
1524,Qwest Field,36.0,97.0,1.0,SE,Foggy,FieldTurf,SEA,2005-12-11,2005-12-11SEA
1525,Adelphia Coliseum,43.0,53.0,12.0,W,Cloudy,Grass,TEN,2005-12-11,2005-12-11TEN
1526,Lambeau Field,14.0,64.0,8.0,N,Partly Cloudy,Grass,GB,2005-12-11,2005-12-11GB
1527,Georgia Dome,,,,,Dome,FieldTurf,ATL,2005-12-12,2005-12-12ATL
1528,Ralph Wilson Stadium,28.0,67.0,,,Mostly Cloudy,AstroPlay,BUF,2005-12-17,2005-12-17BUF
1529,Gillette Stadium,38.0,47.0,15.0,NW,Sunny,Grass,NE,2005-12-17,2005-12-17NE
1530,Giants Stadium,39.0,55.0,8.0,W,Clear,FieldTurf,NYG,2005-12-17,2005-12-17NYG
1531,Ford Field,68.0,,,,Dome,FieldTurf,DET,2005-12-18,2005-12-18DET
1532,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2005-12-18,2005-12-18HOU
1533,RCA Dome,,,,,Dome,FieldTurf,IND,2005-12-18,2005-12-18IND
1534,Alltel Stadium,49.0,93.0,10.0,NE,Clear,Grass,JAC,2005-12-18,2005-12-18JAC
1535,Dolphins Stadium,78.0,75.0,8.0,SSE,Mostly Cloudy,Grass,MIA,2005-12-18,2005-12-18MIA
1536,Metrodome,,,,,Dome,AstroTurf,MIN,2005-12-18,2005-12-18MIN
1537,Louisiana Superdome,55.0,45.0,8.0,N,Sunny,Grass,NO,2005-12-18,2005-12-18NO
1538,McAfee Coliseum,56.0,93.0,18.0,S,Light Rain,Grass,OAK,2005-12-18,2005-12-18OAK
1539,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2005-12-18,2005-12-18STL
1540,Adelphia Coliseum,45.0,44.0,4.0,NE,Mostly Sunny,Grass,TEN,2005-12-18,2005-12-18TEN
1541,FedEx Field,44.0,45.0,6.0,SW,Sunny,Grass,WAS,2005-12-18,2005-12-18WAS
1542,Soldier Field,12.0,70.0,8.0,W,Clear,Grass,CHI,2005-12-18,2005-12-18CHI
1543,M&T Bank Stadium,29.0,,14.0,WNW,Clear,MomentumTurf,BAL,2005-12-19,2005-12-19BAL
1544,Sun Devil Stadium,75.0,17.0,3.0,W,Clear,Grass,ARI,2005-12-24,2005-12-24ARI
1545,Bank of America Stadium,60.0,45.0,8.0,S,Sunny,Grass,CAR,2005-12-24,2005-12-24CAR
1546,Paul Brown Stadium,51.0,57.0,10.0,SSW,Mostly Cloudy,FieldTurf,CIN,2005-12-24,2005-12-24CIN
1547,Cleveland Browns Stadium,44.0,,9.0,SE,Sunny,Grass,CLE,2005-12-24,2005-12-24CLE
1548,Invesco Field at Mile High,52.0,20.0,7.0,NE,Mostly Sunny,Grass,DEN,2005-12-24,2005-12-24DEN
1549,Reliant Stadium,,,,,Closed Roof,Grass,HOU,2005-12-24,2005-12-24HOU
1550,Arrowhead Stadium,42.0,89.0,10.0,N,Rain,Grass,KC,2005-12-24,2005-12-24KC
1551,Dolphins Stadium,77.0,60.0,14.0,SE,Partly Cloudy,Grass,MIA,2005-12-24,2005-12-24MIA
1552,Louisiana Superdome,68.0,,,,Dome,FieldTurf,NO,2005-12-24,2005-12-24NO
1553,Qwest Field,57.0,88.0,10.0,SE,Cloudy,FieldTurf,SEA,2005-12-24,2005-12-24SEA
1554,Edward Jones Dome,,,,,Dome,AstroTurf,STL,2005-12-24,2005-12-24STL
1555,Raymond James Stadium,66.0,62.0,9.0,W,Partly Cloudy,Grass,TB,2005-12-24,2005-12-24TB
